ENSMUSG00000000085.16
ENSMUSG00000000088.6
ENSMUSG00000000125.5
ENSMUSG00000000131.15
ENSMUSG00000000154.16
ENSMUSG00000000194.13
ENSMUSG00000000253.12
ENSMUSG00000000275.16
ENSMUSG00000000276.11
ENSMUSG00000000301.16
ENSMUSG00000000325.15
ENSMUSG00000000378.15
ENSMUSG00000000399.10
ENSMUSG00000000439.9
ENSMUSG00000000440.12
ENSMUSG00000000530.16
ENSMUSG00000000531.4
ENSMUSG00000000544.14
ENSMUSG00000000552.9
ENSMUSG00000000555.6
ENSMUSG00000000561.14
ENSMUSG00000000594.7
ENSMUSG00000000693.10
ENSMUSG00000000706.15
ENSMUSG00000000731.15
ENSMUSG00000000732.8
ENSMUSG00000000740.11
ENSMUSG00000000743.8
ENSMUSG00000000753.15
ENSMUSG00000000861.15
ENSMUSG00000000884.16
ENSMUSG00000000902.13
ENSMUSG00000000915.15
ENSMUSG00000000958.9
ENSMUSG00000000959.6
ENSMUSG00000001020.8
ENSMUSG00000001039.12
ENSMUSG00000001053.15
ENSMUSG00000001054.9
ENSMUSG00000001062.17
ENSMUSG00000001082.12
ENSMUSG00000001095.5
ENSMUSG00000001100.10
ENSMUSG00000001119.7
ENSMUSG00000001120.15
ENSMUSG00000001134.9
ENSMUSG00000001143.13
ENSMUSG00000001155.13
ENSMUSG00000001157.13
ENSMUSG00000001229.7
ENSMUSG00000001240.13
ENSMUSG00000001248.14
ENSMUSG00000001249.14
ENSMUSG00000001270.8
ENSMUSG00000001281.9
ENSMUSG00000001285.12
ENSMUSG00000001313.12
ENSMUSG00000001349.4
ENSMUSG00000001366.14
ENSMUSG00000001380.6
ENSMUSG00000001416.13
ENSMUSG00000001435.14
ENSMUSG00000001445.10
ENSMUSG00000001472.16
ENSMUSG00000001473.6
ENSMUSG00000001494.6
ENSMUSG00000001506.10
ENSMUSG00000001508.15
ENSMUSG00000001517.14
ENSMUSG00000001558.5
ENSMUSG00000001604.14
ENSMUSG00000001642.18
ENSMUSG00000001707.7
ENSMUSG00000001755.12
ENSMUSG00000001773.14
ENSMUSG00000001827.12
ENSMUSG00000001829.17
ENSMUSG00000001844.10
ENSMUSG00000001855.15
ENSMUSG00000001901.15
ENSMUSG00000001911.16
ENSMUSG00000001918.17
ENSMUSG00000001988.9
ENSMUSG00000001999.15
ENSMUSG00000002010.17
ENSMUSG00000002043.17
ENSMUSG00000002055.9
ENSMUSG00000002064.10
ENSMUSG00000002068.16
ENSMUSG00000002102.15
ENSMUSG00000002103.15
ENSMUSG00000002104.11
ENSMUSG00000002108.10
ENSMUSG00000002210.11
ENSMUSG00000002228.7
ENSMUSG00000002279.18
ENSMUSG00000002280.10
ENSMUSG00000002289.15
ENSMUSG00000002308.15
ENSMUSG00000002319.15
ENSMUSG00000002326.5
ENSMUSG00000002329.6
ENSMUSG00000002332.15
ENSMUSG00000002343.11
ENSMUSG00000002346.16
ENSMUSG00000002384.2
ENSMUSG00000002395.14
ENSMUSG00000002396.8
ENSMUSG00000002409.18
ENSMUSG00000002416.13
ENSMUSG00000002459.17
ENSMUSG00000002486.15
ENSMUSG00000002489.15
ENSMUSG00000002496.9
ENSMUSG00000002500.15
ENSMUSG00000002524.15
ENSMUSG00000002550.16
ENSMUSG00000002608.8
ENSMUSG00000002661.14
ENSMUSG00000002731.6
ENSMUSG00000002741.9
ENSMUSG00000002763.16
ENSMUSG00000002767.13
ENSMUSG00000002768.7
ENSMUSG00000002769.8
ENSMUSG00000002771.12
ENSMUSG00000002781.19
ENSMUSG00000002803.13
ENSMUSG00000002804.3
ENSMUSG00000002820.5
ENSMUSG00000002833.10
ENSMUSG00000002835.8
ENSMUSG00000002844.8
ENSMUSG00000002908.15
ENSMUSG00000002963.17
ENSMUSG00000002980.14
ENSMUSG00000002981.10
ENSMUSG00000002985.16
ENSMUSG00000003033.14
ENSMUSG00000003062.12
ENSMUSG00000003068.15
ENSMUSG00000003072.15
ENSMUSG00000003099.11
ENSMUSG00000003123.15
ENSMUSG00000003134.10
ENSMUSG00000003153.10
ENSMUSG00000003166.19
ENSMUSG00000003190.12
ENSMUSG00000003198.9
ENSMUSG00000003200.9
ENSMUSG00000003208.8
ENSMUSG00000003235.12
ENSMUSG00000003269.16
