ENSMUSG00000000001.4
ENSMUSG00000003423.15
ENSMUSG00000003435.9
ENSMUSG00000003436.11
ENSMUSG00000003438.17
ENSMUSG00000003452.15
ENSMUSG00000003464.13
ENSMUSG00000003469.9
ENSMUSG00000003500.13
ENSMUSG00000003518.13
ENSMUSG00000003527.8
ENSMUSG00000003528.14
ENSMUSG00000003534.17
ENSMUSG00000003541.6
ENSMUSG00000003546.9
ENSMUSG00000003549.9
ENSMUSG00000003559.7
ENSMUSG00000003573.15
ENSMUSG00000003581.14
ENSMUSG00000003623.4
ENSMUSG00000003657.8
ENSMUSG00000003660.10
ENSMUSG00000003662.10
ENSMUSG00000003680.15
ENSMUSG00000003721.14
ENSMUSG00000003731.13
ENSMUSG00000003752.9
ENSMUSG00000003778.14
ENSMUSG00000003779.15
ENSMUSG00000003809.14
ENSMUSG00000003812.13
ENSMUSG00000003813.15
ENSMUSG00000003824.12
ENSMUSG00000003847.16
ENSMUSG00000003849.8
ENSMUSG00000003865.16
ENSMUSG00000003873.11
ENSMUSG00000003923.14
ENSMUSG00000003929.10
ENSMUSG00000003934.5
ENSMUSG00000003970.8
ENSMUSG00000003992.14
ENSMUSG00000004018.9
ENSMUSG00000004035.12
ENSMUSG00000004043.14
ENSMUSG00000004044.9
ENSMUSG00000004056.15
ENSMUSG00000004069.16
ENSMUSG00000004070.15
ENSMUSG00000004085.14
ENSMUSG00000004096.8
ENSMUSG00000004098.7
ENSMUSG00000004100.11
ENSMUSG00000004113.18
ENSMUSG00000004151.16
ENSMUSG00000004187.10
ENSMUSG00000004207.14
ENSMUSG00000004221.16
ENSMUSG00000004231.15
ENSMUSG00000004233.14
ENSMUSG00000004264.17
ENSMUSG00000004268.11
ENSMUSG00000004319.15
ENSMUSG00000004328.15
ENSMUSG00000004356.7
ENSMUSG00000004360.8
ENSMUSG00000004364.14
ENSMUSG00000004371.14
ENSMUSG00000004394.12
ENSMUSG00000004451.14
ENSMUSG00000004455.16
ENSMUSG00000004460.16
ENSMUSG00000004473.10
ENSMUSG00000004508.6
ENSMUSG00000004530.12
ENSMUSG00000004535.12
ENSMUSG00000004558.14
ENSMUSG00000004562.16
ENSMUSG00000004565.15
ENSMUSG00000004568.12
ENSMUSG00000004591.16
ENSMUSG00000004626.14
ENSMUSG00000004631.15
ENSMUSG00000004637.15
ENSMUSG00000004642.13
ENSMUSG00000004661.15
ENSMUSG00000004665.10
ENSMUSG00000004667.18
ENSMUSG00000004668.14
ENSMUSG00000004698.10
ENSMUSG00000004748.5
ENSMUSG00000004768.14
ENSMUSG00000004771.12
ENSMUSG00000004789.9
ENSMUSG00000004798.14
ENSMUSG00000004815.12
ENSMUSG00000004843.6
ENSMUSG00000004846.10
ENSMUSG00000004849.14
ENSMUSG00000004864.12
ENSMUSG00000004865.15
ENSMUSG00000004891.16
ENSMUSG00000004892.13
ENSMUSG00000004895.9
ENSMUSG00000004896.16
ENSMUSG00000004897.16
ENSMUSG00000004936.8
ENSMUSG00000004948.12
ENSMUSG00000004952.13
ENSMUSG00000004961.7
ENSMUSG00000004980.16
ENSMUSG00000004996.9
ENSMUSG00000005034.15
ENSMUSG00000005043.13
ENSMUSG00000005045.16
ENSMUSG00000005057.13
ENSMUSG00000005078.16
ENSMUSG00000005087.17
ENSMUSG00000005089.15
ENSMUSG00000005102.13
ENSMUSG00000005125.12
ENSMUSG00000005131.3
ENSMUSG00000005142.10
ENSMUSG00000005148.7
ENSMUSG00000005161.15
ENSMUSG00000005198.15
ENSMUSG00000005225.15
ENSMUSG00000005233.16
ENSMUSG00000005262.12
ENSMUSG00000005267.13
ENSMUSG00000005268.20
ENSMUSG00000005299.6
ENSMUSG00000005312.14
ENSMUSG00000005320.9
ENSMUSG00000005360.14
ENSMUSG00000005362.14
ENSMUSG00000005370.3
ENSMUSG00000005371.14
ENSMUSG00000005373.13
ENSMUSG00000005397.7
ENSMUSG00000005410.5
ENSMUSG00000005417.17
ENSMUSG00000005447.12
ENSMUSG00000005470.8
ENSMUSG00000005493.15
ENSMUSG00000005501.14
ENSMUSG00000005505.12
ENSMUSG00000005506.16
ENSMUSG00000005514.14
ENSMUSG00000005534.10
ENSMUSG00000005553.14
ENSMUSG00000005580.11
ENSMUSG00000005583.16
ENSMUSG00000005609.16
ENSMUSG00000005610.17
ENSMUSG00000005615.14
ENSMUSG00000005621.11
ENSMUSG00000005656.8
ENSMUSG00000005672.12
ENSMUSG00000005674.9
ENSMUSG00000005682.8
ENSMUSG00000005683.7
ENSMUSG00000005687.14
ENSMUSG00000005698.15
ENSMUSG00000005718.7
ENSMUSG00000005774.12
ENSMUSG00000005800.2
ENSMUSG00000005802.12
ENSMUSG00000005803.14
ENSMUSG00000005804.14
ENSMUSG00000005836.8
ENSMUSG00000005846.11
ENSMUSG00000005871.14
ENSMUSG00000005873.5
ENSMUSG00000005882.18
ENSMUSG00000005883.15
ENSMUSG00000005886.14
ENSMUSG00000005892.4
ENSMUSG00000005893.14
ENSMUSG00000005897.14
ENSMUSG00000005899.12
ENSMUSG00000005907.14
ENSMUSG00000005936.18
ENSMUSG00000005949.9
ENSMUSG00000005951.13
ENSMUSG00000005958.14
ENSMUSG00000005968.14
ENSMUSG00000005981.11
ENSMUSG00000005982.13
ENSMUSG00000006005.17
ENSMUSG00000006007.14
ENSMUSG00000006010.14
ENSMUSG00000006014.16
ENSMUSG00000006019.15
ENSMUSG00000006021.5
ENSMUSG00000006056.13
ENSMUSG00000006057.15
ENSMUSG00000006058.10
ENSMUSG00000006134.3
ENSMUSG00000006169.19
ENSMUSG00000006179.8
ENSMUSG00000006191.17
ENSMUSG00000006215.12
ENSMUSG00000006235.5
ENSMUSG00000006262.15
ENSMUSG00000006273.14
ENSMUSG00000006276.9
ENSMUSG00000006281.7
ENSMUSG00000006288.7
ENSMUSG00000006289.14
ENSMUSG00000006307.16
ENSMUSG00000006310.10
ENSMUSG00000006311.8
ENSMUSG00000006313.5
ENSMUSG00000006333.14
ENSMUSG00000006344.16
ENSMUSG00000006345.10
ENSMUSG00000006362.15
ENSMUSG00000006369.14
ENSMUSG00000006373.10
ENSMUSG00000006378.13
ENSMUSG00000006386.15
ENSMUSG00000006395.16
ENSMUSG00000006398.15
ENSMUSG00000006403.12
ENSMUSG00000006412.10
ENSMUSG00000006423.15
ENSMUSG00000006442.10
ENSMUSG00000006445.3
ENSMUSG00000006456.10
ENSMUSG00000006457.3
ENSMUSG00000006463.13
ENSMUSG00000006471.17
ENSMUSG00000006476.19
ENSMUSG00000006494.11
ENSMUSG00000006498.16
ENSMUSG00000006519.10
ENSMUSG00000006522.15
ENSMUSG00000006526.11
ENSMUSG00000006527.14
ENSMUSG00000006542.13
ENSMUSG00000006576.16
ENSMUSG00000006585.2
ENSMUSG00000006586.15
ENSMUSG00000006599.13
ENSMUSG00000006611.14
ENSMUSG00000006641.12
ENSMUSG00000006651.8
ENSMUSG00000006673.14
ENSMUSG00000006675.10
ENSMUSG00000006678.6
ENSMUSG00000006699.17
ENSMUSG00000006705.12
ENSMUSG00000006711.15
ENSMUSG00000006715.11
ENSMUSG00000006717.6
ENSMUSG00000006720.16
ENSMUSG00000006728.12
ENSMUSG00000006731.9
ENSMUSG00000006736.8
ENSMUSG00000006740.13
ENSMUSG00000006763.14
ENSMUSG00000006782.16
ENSMUSG00000006784.14
ENSMUSG00000006906.10
ENSMUSG00000006920.14
ENSMUSG00000006930.15
ENSMUSG00000006932.16
ENSMUSG00000006941.4
ENSMUSG00000007030.8
ENSMUSG00000007033.4
ENSMUSG00000007038.5
ENSMUSG00000007041.9
ENSMUSG00000007080.14
ENSMUSG00000007107.6
ENSMUSG00000007122.11
ENSMUSG00000007216.6
ENSMUSG00000007279.14
ENSMUSG00000007338.9
ENSMUSG00000007379.15
ENSMUSG00000007411.15
ENSMUSG00000007415.15
ENSMUSG00000007458.14
ENSMUSG00000007476.18
ENSMUSG00000007570.15
ENSMUSG00000007613.15
ENSMUSG00000007617.17
ENSMUSG00000007655.16
ENSMUSG00000007656.13
ENSMUSG00000007659.18
ENSMUSG00000007670.9
ENSMUSG00000007739.10
ENSMUSG00000007812.16
ENSMUSG00000007815.13
ENSMUSG00000007817.14
ENSMUSG00000007827.10
ENSMUSG00000007833.15
ENSMUSG00000007837.11
ENSMUSG00000007850.16
ENSMUSG00000007867.8
ENSMUSG00000007872.3
ENSMUSG00000007877.2
ENSMUSG00000007880.16
ENSMUSG00000007891.16
ENSMUSG00000007907.4
ENSMUSG00000007908.14
ENSMUSG00000007946.11
ENSMUSG00000007950.8
ENSMUSG00000007987.12
ENSMUSG00000008035.12
ENSMUSG00000008090.14
ENSMUSG00000008153.11
ENSMUSG00000008200.14
ENSMUSG00000008206.16
ENSMUSG00000008226.14
ENSMUSG00000008301.11
ENSMUSG00000008305.18
ENSMUSG00000008333.12
ENSMUSG00000008348.9
ENSMUSG00000008384.8
ENSMUSG00000008429.7
ENSMUSG00000008435.15
ENSMUSG00000008438.3
ENSMUSG00000008475.13
ENSMUSG00000008489.18
ENSMUSG00000008496.19
ENSMUSG00000008540.11
ENSMUSG00000008604.11
ENSMUSG00000008658.15
ENSMUSG00000008730.17
ENSMUSG00000008734.9
ENSMUSG00000008763.16
ENSMUSG00000008813.12
ENSMUSG00000008845.9
ENSMUSG00000008855.17
ENSMUSG00000008859.7
ENSMUSG00000008892.12
ENSMUSG00000008958.14
ENSMUSG00000008976.16
ENSMUSG00000009013.5
ENSMUSG00000009030.14
ENSMUSG00000009035.13
ENSMUSG00000009073.16
ENSMUSG00000009076.10
ENSMUSG00000009092.4
ENSMUSG00000009093.7
ENSMUSG00000009097.9
ENSMUSG00000009112.4
ENSMUSG00000009207.15
ENSMUSG00000009291.12
ENSMUSG00000009350.13
ENSMUSG00000009394.13
ENSMUSG00000009406.13
ENSMUSG00000009535.13
ENSMUSG00000009555.16
ENSMUSG00000009563.16
ENSMUSG00000009566.12
ENSMUSG00000009569.14
ENSMUSG00000009575.14
ENSMUSG00000009585.17
ENSMUSG00000009596.9
ENSMUSG00000009621.18
ENSMUSG00000009628.14
ENSMUSG00000009630.10
ENSMUSG00000009647.13
ENSMUSG00000009654.4
ENSMUSG00000009670.11
ENSMUSG00000009681.9
ENSMUSG00000009733.8
ENSMUSG00000009739.16
ENSMUSG00000009741.14
ENSMUSG00000009772.15
ENSMUSG00000009828.15
ENSMUSG00000009863.14
ENSMUSG00000009876.13
ENSMUSG00000009900.7
ENSMUSG00000009905.5
ENSMUSG00000009907.17
ENSMUSG00000009941.10
ENSMUSG00000009995.17
ENSMUSG00000010025.19
ENSMUSG00000010045.2
ENSMUSG00000010047.12
ENSMUSG00000010048.10
ENSMUSG00000010051.15
ENSMUSG00000010057.8
ENSMUSG00000010086.17
ENSMUSG00000010097.13
ENSMUSG00000010110.17
ENSMUSG00000010122.14
ENSMUSG00000010154.6
ENSMUSG00000010175.13
ENSMUSG00000010205.10
ENSMUSG00000010277.7
ENSMUSG00000010290.7
ENSMUSG00000010358.13
ENSMUSG00000010392.8
ENSMUSG00000010435.7
ENSMUSG00000010453.12
ENSMUSG00000010461.14
ENSMUSG00000010476.14
ENSMUSG00000010517.7
ENSMUSG00000010554.14
ENSMUSG00000010592.8
ENSMUSG00000010608.15
ENSMUSG00000010609.15
ENSMUSG00000010663.4
ENSMUSG00000010721.15
ENSMUSG00000010796.11
ENSMUSG00000010830.7
ENSMUSG00000010911.12
ENSMUSG00000010914.10
ENSMUSG00000011118.3
ENSMUSG00000011154.17
ENSMUSG00000011171.11
ENSMUSG00000011254.16
ENSMUSG00000011257.19
ENSMUSG00000011305.11
ENSMUSG00000011306.6
ENSMUSG00000011349.5
ENSMUSG00000011486.14
ENSMUSG00000011589.8
ENSMUSG00000011752.6
ENSMUSG00000011831.16
ENSMUSG00000011884.13
ENSMUSG00000011958.17
ENSMUSG00000011960.12
ENSMUSG00000012042.8
ENSMUSG00000012076.7
ENSMUSG00000012117.13
ENSMUSG00000012296.15
ENSMUSG00000012422.14
ENSMUSG00000012429.8
ENSMUSG00000012443.3
ENSMUSG00000012519.14
ENSMUSG00000012535.14
ENSMUSG00000012609.18
ENSMUSG00000012640.16
ENSMUSG00000012777.14
ENSMUSG00000012819.15
ENSMUSG00000013033.16
ENSMUSG00000013076.15
ENSMUSG00000013083.8
ENSMUSG00000013089.15
ENSMUSG00000013236.16
ENSMUSG00000013275.9
ENSMUSG00000013338.16
ENSMUSG00000013367.5
ENSMUSG00000013415.9
ENSMUSG00000013419.6
ENSMUSG00000013523.13
ENSMUSG00000013593.12
ENSMUSG00000013622.15
ENSMUSG00000013629.16
ENSMUSG00000013662.5
ENSMUSG00000013663.7
ENSMUSG00000013668.9
ENSMUSG00000013698.12
ENSMUSG00000013701.12
ENSMUSG00000013736.16
ENSMUSG00000013833.15
ENSMUSG00000013846.9
ENSMUSG00000013878.18
ENSMUSG00000013973.12
ENSMUSG00000014039.17
ENSMUSG00000014074.17
ENSMUSG00000014075.15
ENSMUSG00000014077.13
ENSMUSG00000014158.11
ENSMUSG00000014195.15
ENSMUSG00000014198.15
ENSMUSG00000014226.10
ENSMUSG00000014245.8
ENSMUSG00000014303.13
ENSMUSG00000014329.14
ENSMUSG00000014349.7
ENSMUSG00000014353.14
ENSMUSG00000014355.10
ENSMUSG00000014361.5
ENSMUSG00000014402.15
ENSMUSG00000014418.16
ENSMUSG00000014426.8
ENSMUSG00000014496.7
ENSMUSG00000014498.9
ENSMUSG00000014503.14
ENSMUSG00000014504.16
ENSMUSG00000014550.14
ENSMUSG00000014551.8
ENSMUSG00000014554.13
ENSMUSG00000014599.10
ENSMUSG00000014603.2
ENSMUSG00000014606.14
ENSMUSG00000014609.16
ENSMUSG00000014668.15
ENSMUSG00000014686.8
ENSMUSG00000014747.6
ENSMUSG00000014763.7
ENSMUSG00000014767.16
ENSMUSG00000014771.12
ENSMUSG00000014782.15
ENSMUSG00000014837.14
ENSMUSG00000014850.15
ENSMUSG00000014905.3
ENSMUSG00000014907.9
ENSMUSG00000014932.15
ENSMUSG00000014956.15
ENSMUSG00000014959.12
ENSMUSG00000014980.14
ENSMUSG00000015002.16
ENSMUSG00000015013.8
ENSMUSG00000015016.7
ENSMUSG00000015023.7
ENSMUSG00000015027.10
ENSMUSG00000015083.11
ENSMUSG00000015085.8
ENSMUSG00000015087.14
ENSMUSG00000015092.9
ENSMUSG00000015112.15
ENSMUSG00000015120.15
ENSMUSG00000015126.9
ENSMUSG00000015127.14
ENSMUSG00000015134.15
ENSMUSG00000015143.14
ENSMUSG00000015176.9
ENSMUSG00000015189.12
ENSMUSG00000015214.14
ENSMUSG00000015222.17
ENSMUSG00000015242.14
ENSMUSG00000015243.4
ENSMUSG00000015247.10
ENSMUSG00000015289.4
ENSMUSG00000015291.10
ENSMUSG00000015305.5
ENSMUSG00000015312.8
ENSMUSG00000015316.11
ENSMUSG00000015337.5
ENSMUSG00000015341.17
ENSMUSG00000015354.8
ENSMUSG00000015357.10
ENSMUSG00000015363.13
ENSMUSG00000015365.15
ENSMUSG00000015377.9
ENSMUSG00000015396.3
ENSMUSG00000015452.14
ENSMUSG00000015461.15
ENSMUSG00000015468.14
ENSMUSG00000015474.16
ENSMUSG00000015501.10
ENSMUSG00000015522.18
ENSMUSG00000015536.14
ENSMUSG00000015575.14
ENSMUSG00000015597.16
ENSMUSG00000015599.8
ENSMUSG00000015647.9
ENSMUSG00000015652.9
ENSMUSG00000015653.13
ENSMUSG00000015656.16
ENSMUSG00000015659.12
ENSMUSG00000015665.8
ENSMUSG00000015668.13
ENSMUSG00000015671.10
ENSMUSG00000015672.3
ENSMUSG00000015697.14
ENSMUSG00000015709.9
ENSMUSG00000015711.8
ENSMUSG00000015714.11
ENSMUSG00000015747.5
ENSMUSG00000015748.13
ENSMUSG00000015749.12
ENSMUSG00000015755.16
ENSMUSG00000015757.10
ENSMUSG00000015759.10
ENSMUSG00000015766.14
ENSMUSG00000015776.12
ENSMUSG00000015790.16
ENSMUSG00000015812.7
ENSMUSG00000015839.6
ENSMUSG00000015846.14
ENSMUSG00000015850.11
ENSMUSG00000015852.13
ENSMUSG00000015854.7
ENSMUSG00000015879.8
ENSMUSG00000015880.13
ENSMUSG00000015889.7
ENSMUSG00000015932.8
ENSMUSG00000015937.14
ENSMUSG00000015942.9
ENSMUSG00000015950.13
ENSMUSG00000015957.12
ENSMUSG00000015961.8
ENSMUSG00000015968.16
ENSMUSG00000015981.12
ENSMUSG00000015994.10
ENSMUSG00000016018.3
ENSMUSG00000016087.13
ENSMUSG00000016181.9
ENSMUSG00000016194.14
ENSMUSG00000016200.13
ENSMUSG00000016206.6
ENSMUSG00000016239.11
ENSMUSG00000016256.10
ENSMUSG00000016262.14
ENSMUSG00000016308.12
ENSMUSG00000016346.17
ENSMUSG00000016356.17
ENSMUSG00000016409.4
ENSMUSG00000016427.7
ENSMUSG00000016458.13
ENSMUSG00000016477.17
ENSMUSG00000016481.15
ENSMUSG00000016487.15
ENSMUSG00000016493.13
ENSMUSG00000016495.12
ENSMUSG00000016520.7
ENSMUSG00000016526.8
ENSMUSG00000016528.10
ENSMUSG00000016534.15
ENSMUSG00000016541.9
ENSMUSG00000016552.13
ENSMUSG00000016559.14
ENSMUSG00000016619.9
ENSMUSG00000016626.10
ENSMUSG00000016664.14
ENSMUSG00000016756.16
ENSMUSG00000016758.3
ENSMUSG00000016831.11
ENSMUSG00000016833.14
ENSMUSG00000016921.14
ENSMUSG00000016940.18
ENSMUSG00000016942.5
ENSMUSG00000016982.6
ENSMUSG00000016984.7
ENSMUSG00000017009.3
ENSMUSG00000017057.9
ENSMUSG00000017119.19
ENSMUSG00000017144.8
ENSMUSG00000017146.12
ENSMUSG00000017195.15
ENSMUSG00000017221.14
ENSMUSG00000017264.16
ENSMUSG00000017288.15
ENSMUSG00000017314.12
ENSMUSG00000017376.15
ENSMUSG00000017386.10
ENSMUSG00000017390.15
ENSMUSG00000017400.10
ENSMUSG00000017404.12
ENSMUSG00000017405.14
ENSMUSG00000017417.14
ENSMUSG00000017418.13
ENSMUSG00000017421.18
ENSMUSG00000017428.16
ENSMUSG00000017453.4
ENSMUSG00000017478.15
ENSMUSG00000017485.10
ENSMUSG00000017491.8
ENSMUSG00000017499.15
ENSMUSG00000017548.15
ENSMUSG00000017550.14
ENSMUSG00000017561.16
ENSMUSG00000017607.9
ENSMUSG00000017615.12
ENSMUSG00000017631.18
ENSMUSG00000017664.16
ENSMUSG00000017677.11
ENSMUSG00000017679.16
ENSMUSG00000017686.16
ENSMUSG00000017692.8
ENSMUSG00000017707.9
ENSMUSG00000017715.11
ENSMUSG00000017716.15
ENSMUSG00000017718.15
ENSMUSG00000017720.2
ENSMUSG00000017734.15
ENSMUSG00000017747.13
ENSMUSG00000017760.15
ENSMUSG00000017764.2
ENSMUSG00000017765.16
ENSMUSG00000017767.3
ENSMUSG00000017776.15
ENSMUSG00000017781.17
ENSMUSG00000017801.15
ENSMUSG00000017802.14
ENSMUSG00000017830.15
ENSMUSG00000017831.7
ENSMUSG00000017843.13
ENSMUSG00000017858.12
ENSMUSG00000017861.11
ENSMUSG00000017897.18
ENSMUSG00000017929.13
ENSMUSG00000017943.15
